tweet_id,sentiment,tasks,users,technologies,organizations,job_competencies,job_profiles,nouns,verbs,adjectives,subjects,objects,predicates,topic
1598029259360325632,neutral,optimizing language models,,,,terminology,,"chatgpt, language, models, dialogue",optimizing,openai,,"language models for dialogue, dialogue",optimizing,"openai, language, language model, developed, model developed, trained, model trained, large language, humanlike, natural, natural language, generate humanlike, language processing, language models, text"
1598029209770856448,neutral,optimizing language models,,,,terminology,,"chatgpt, language, models, dialogue",optimizing,openai,,"language models for dialogue, dialogue",optimizing,"openai, language, language model, developed, model developed, trained, model trained, large language, humanlike, natural, natural language, generate humanlike, language processing, language models, text"
1598029193706672128,negative,,human,artificial general intelligence,GPT3,energy,armed forces officer,"gpt3, article, development, intelligence, agi, energy, constraints, amount, energy, brain","argues, be, suggests, required, simulate, be","artificial, general, impossible, due, human","this article, the development of artificial general intelligence agi, it, the amount of energy required to simulate the human brain","artificial general intelligence agi, energy constraints, energy, the human brain",argues,"agi, sparks, general intelligence, artificial general, early experiments, gpt4, intelligence early, agi early, intelligence agi, gpt4 shows, gpt4 via"
1598028782669279232,positive,,,model,GPT,keep company,,"chatgpt, gpt, model, use, ill, model, today, things, stay","released, trained, be, testing, sharing, i, find, tuned","username, new, conversational, interesting","a new gpt model trained for conversational use ill, i","chatgpt, conversational use ill, this model, interesting things i find",username,"chatgpt, ai, will"
1598028666411569152,neutral,supports code,,"model, internet",Heres,,,"internet, heres, rumors, openai, gpt4, tons, parameters, release, gpt35, davinci003, scripts, model, chat, code","having, openai, heres, dropin, replace, heres, trained, supports","unsubstantiated, quiet, new, free","internet heres, internet heres unsubstantiated rumors about openai and gpt4 having tons of parameters meanwhile openai heres a quiet release of gpt35 davinci003 that you can dropin replace in your scripts, you, we, it","rumors about openai and gpt4 having tons of parameters, openai and gpt4 having tons of parameters, tons of parameters, parameters, a quiet release of gpt35, gpt35, your scripts, a new model we trained on chat for free, chat for free, code",heres,"chatgpt, ai, will"
1598028613277712384,neutral,,everyone,,,,,"everyone, waits, gpt4, openai, itspredecessor","is, fixing",,"everyone, everyone waits for gpt4 openai","gpt4 openai, itspredecessor",fixing,"openai, gpt4, openai gpt, api, openai has, gpt3, openai gpt4, trademark, gpt4 openai, model, gpt5, openai api, from openai, if openai, access, models, openai gpt3"
1598028574799560704,neutral,,,"computer program, model",,"provide information, computer equipment, terminology",,"chatgpt, language, model, openai, i, ability, emotions, experiences, computer, program, information, answer, questions, ability, something","are, doing, trained, dont, have, feel, have, im, designed, provide, is, ask",best,"you, i, experiences im a computer program designed to provide information and answer questions to the best of my ability, i, you","chatgpt, a language model trained by openai, openai, the ability to feel emotions or have experiences im a computer program designed to provide information and answer questions to the best of my ability is there something else youd like to ask, emotions, information, questions, the best of my ability, my ability","me, have","openai, language, language model, developed, model developed, trained, model trained, large language, humanlike, natural, natural language, generate humanlike, language processing, language models, text"
1598028546630422528,positive,,,model,"AI, GPT3",terminology,,"news, scene, openais, upgrade, gpt3, language, model, skills","has, given","ai, latest, generalised, impressive, new, creative",some news from the ai scene openais latest upgrade for gpt3,"the ai scene openais, gpt3, the generalised language model, some impressive new creative skills",given,"language, nlp, language models, ai language, language processing, natural language, gpt3, large language, gpt4, models like, ai nlp, like gpt4, way, capabilities"
1598028544650915840,neutral,,,,,English,,"chatgpt, essay, writing, toss","is, going, go","username, english",chatgpt about username english essay writing,"username english essay writing, a toss",going,"essay, essays, students, write, writing, college, write essays, school, chatgpt, class, chatgpt essay, grade"
1598028432033587200,positive,,,,,,,"username, admirer",has,secret,username,a secret admirer,has,"chatgpt, ai, will"
1598028382507536384,positive,,,,,,secretary,"damn, openai, implications, assistant, chatgpt, disposal","is, tried, having, is",revolutionary,"damn openai, the implications of having an assistant like chatgpt at your disposal","it, this, an assistant like chatgpt at your disposal, chatgpt, your disposal",is,"openai, openai chatgpt, chatgpt openai, openaichatgpt, openai openai, from openai, openai openaichatgpt, chatgpt openaichatgpt, used openai"
1598028340606156800,positive,,,,GPT3,,,"openai, upgrades, poetry, lyrics","gpt3, stunning, rhyming",,openai upgrades gpt3,rhyming poetry and lyrics,stunning,"chatgpt, ai, will"
1598028243084394496,neutral,,everyone,,Cybersecurity Innovation Fintech Startups,ML (computer programming),,"everyone, waits, gpt4, openai, predecessor, cybersecurity, innovation, fintech, startups, digitaltransformation","is, fixing, ai",ml,"everyone, everyone waits for gpt4 openai","gpt4 openai, its predecessor cybersecurity innovation fintech startups",ai,"openai, gpt4, ml read, gpt ml, starts release, ai known, openai starts, microsoftbacked openai, read more, as gpt4, powerful, more here, known as, powerful ai, ai gpt, ai model, openai gpt4"
1598028110586601472,neutral,moving the goalposts,artist,,AI,,drawing artist,"chatgpt, goalposts, ai, artist","moving, be",con,an ai,the goalposts on whether an ai could be a con artist,chatgpt,"chatgpt, ai, will"
1598027659849920512,neutral,,,,GPT,,,gpt,"do, end, working",username,we all,gpt,username,"chatgpt, ai, will"
1598027623656869888,positive,,,,GPT,,,"i, gpt",love,,i,gpt,love,"gpt, ask gpt, gpt gpt, lol, use gpt, using gpt"
1598027429909778432,negative,thwarts my many attempts,,javascript,,JavaScript,,"chatgpt, thwarts, attempts, javascript, injections",,"many, malicious",chatgpt,"my many attempts at malicious javascript injections, malicious javascript injections",thwarts,"hack, hacking, hacked, injection, hackathon, hacks, prompt injection, just getting, getting started, hackers, malicious, hack chatgpt, hacked chatgpt, exploiting chatgpt, chatgpt hack, chatgpt hackathon, compromised, chatgpt hacks"
1598027423735775232,positive,,,,GPT3,,,"ars, upgrades, poetry, lyrics","technica, gpt3, stunning, rhyming","openai, tramite, username",,rhyming poetry and lyrics,username,"chatgpt, ai, will"
1598027350133776384,positive,,,,,,,"trees, walls, thanks","i, need, chatgpt",username,i,"trees, my walls",username,"chatgpt, ai, will"
1598027305976467456,positive,,,model,GPT3,,,"system, briefly, improvement, vanilla, gpt3, generation, model, gpt35, gpt4, ways","used, seems, davinci003, refer, does, is","big, latest, mean","it, even davinci003, they, gpt35, this, gpt4","this system, a big improvement over vanilla gpt3, vanilla gpt3, the latest generation of model, model",used,"gpt35, gpt35turbo, gpt4, from gpt35, better, model, using gpt35, difference, different, gpt35 turbo"
1598027169812582400,positive,,,,,,,chatgpt,"having, fun, trying",,,"fun, chatgpt",having,"fun, playing, chatgpt, cool, much fun, having, having fun, fun chatgpt, im having, around, late, playing around, pretty cool, too much, party"
1598027162434605056,neutral,,everyone,,,,,"everyone, waits, gpt4, openai, itspredecessor","is, finetuning",,"everyone, everyone waits for gpt4 openai","gpt4 openai, itspredecessor",finetuning,"openai, gpt4, openai gpt, api, openai has, gpt3, openai gpt4, trademark, gpt4 openai, model, gpt5, openai api, from openai, if openai, access, models, openai gpt3"
1598026948990717952,negative,,,chatbot,GPT3,radiotherapy,,"rt, techreview, version, gpt3, mistakes","admits, is, perfect","chatbot, transparent, original","rt, that, its mistakes","a chatbot version of gpt3 that admits its mistakes is more transparent than the original but, gpt3, the original",techreview,"bot, gpt bot, bots, chatbot, gpt chatbot, gpt bots, gpt3, chatbot gpt, chat gpt, discord, discord bot, chatbots, building chatbot, chat bot, gpt4, gpt3 chatbot, own documents, chat bots"
1598026882271760384,negative,,,,GPT3,,,"dont, gpt3, literacy, criticism","think, is, disrupt","i, ready","i, gpt3",literacy criticism,think,"chatgpt, ai, will"
1598026872259981312,positive,,,,NLP,natural language processing,,"one, advances, field, openai, chatgpt, superposition, i, answer, ai, chatgpt, technology, nlp","am, i, excited, is, loved, openai","only, nlp, cool, answered","i, the only one excited about the advances in the nlp field openai chatgpt, i, openai chatgpt technology nlp","the advances in the nlp field openai chatgpt, the nlp field openai chatgpt, the answer",am,"openai, language, language model, developed, model developed, trained, model trained, large language, humanlike, natural, natural language, generate humanlike, language processing, language models, text"
1598026809622220800,positive,,,,,use personal organization software,,"i, bunch, time, models, chatgpt","spent, discussing","different, organizational, username, new, incredible",i,"a bunch of time, time, different organizational models with username new chatgpt, username new chatgpt",spent,"chatgpt, ai, will"
1598026714881327104,positive,holds some memory,,chatbot,,,building cleaner,"chatgpt, memory, things, chatbot, use, cases","tried, holds, is, explaining, see, coming","exciting, good, super, powerful",it,"the chatgpt, some memory, things, some super powerful chatbot use cases coming from this, this",tried,"chatgpt, ai, will"
1598026710859059200,neutral,,everyone,,,,,"everyone, waits, gpt4, openai, predecessor","is, fixing",,"everyone, everyone waits for gpt4 openai","gpt4 openai, its predecessor",fixing,"openai, gpt4, openai gpt, api, openai has, gpt3, openai gpt4, trademark, gpt4 openai, model, gpt5, openai api, from openai, if openai, access, models, openai gpt3"
